m c sigma
0.724338911952308 -1.2043131440844133 4.514019581409517
0.5393672888834675 -1.5790160718789459 5.296842546046495
0.6958926396440651 -1.210952007957202 4.438728544036318
0.5950145331215921 -1.3931394735643883 5.677114954394366
0.6537067784933372 -1.4505360200748034 5.693699411399809
0.40650284364428313 0.788506624776729 5.744351686502735
0.5565752537478235 -0.42780817101945945 5.827950280289746
0.4227802609168119 1.047089425996952 5.508321834692498
0.3213648973785443 -0.23644832798200466 5.599453565517934
0.05010663698494622 1.7723378238330652 4.860844249745245
0.4208240690186855 1.114046061375884 4.700501953975447
0.22446100058636953 0.4324289609585179 5.599985359677584
0.7333204546823241 -0.792692304838793 5.327509939386076
0.4195777890289638 -0.9230387511769207 5.455110174589323
0.44566877022536255 -1.1000373071168648 4.752346396314416
0.09224479610445167 1.262638779578972 5.339788830849966
0.692319867539771 -0.41204735083356336 5.217649505238388
0.3013174948333041 0.48052297636971364 4.297896509354385
0.20248771567269674 0.6361868334157537 4.521007726062601
0.194296189533176 0.38892823569341495 4.784182981429606
0.6671246687781062 -0.42956909717666836 4.64705453271412
0.41887899877130275 0.16924652900304915 4.242315517291335
0.7638020509627603 -1.1648613328245083 5.372624086265288
0.7646873571150259 -1.007221663401212 4.994159277545241
0.3492561780672931 -0.2786129670462014 5.658597435087786
0.11235254117877382 1.211863173226856 5.4344761779027255
0.2670221267210754 0.23055309895307463 4.471297989770495
0.05159386813379463 1.910622566628144 5.2582839401497665
0.5110027801141402 -1.3682691385470762 5.404246333649162
0.21207859708872676 1.636834538048371 5.6095942110411015
0.3464294283050953 0.41571555372141544 5.83161887593694
0.39099970799183414 -0.7217061489729946 5.489482635698453
0.35653970982406247 1.2645175611377648 4.563621166309593
0.35176513929144404 1.2245473247392975 5.602324022696115
0.3498262911376246 0.4755831828262309 5.832090337128571
0.2783946053753396 0.8811781426460987 4.315860154593564
0.47593907573130084 0.19333435644769148 5.798936830207932
0.24577912732122756 1.8872515641830496 5.293191552995868
0.4160783478496922 -0.9810626375156901 5.2757473061623905
0.2704896215898736 -0.17961623491249457 4.932106401650472
0.6545141072134463 -0.5320924746267726 5.593080887993218
0.3807016097552981 0.9776380742903918 5.67181937238008
0.2108869322076108 0.4554518446403115 4.607804880150528
0.5859786110158001 -0.055011290081822484 4.502374961996329
0.1509649397766385 1.5286444955011462 4.514561560791827
0.7595268635619495 -1.9392165462959206 4.699988547758437
0.4865675228404094 0.8698536019559739 5.038953836222303
0.21374340694446226 1.8532563693944812 5.447224852623306
0.18451073339060103 1.001246438771508 5.635817606735668
0.6756289871300811 -0.6473559131645077 5.551649340745179
0.5134468977159345 0.7132536433526178 5.1572163393272685
0.4905953272399398 0.7648651901311312 5.3557968719087645
0.2915695901088966 -0.16443427980209568 4.674860435448465
0.7185199347497595 -1.7961689865291746 4.603814235878543
0.6136714424823418 -1.202048487730693 4.389299163518832
0.7258724640347249 -1.6171287501732496 4.555590670952827
0.4428897782748399 0.547615302889747 5.724182947013073
0.6028344408827205 0.10931146423873672 5.327676396698225
0.6670861669728595 -0.7719361255991601 5.624225686942421
0.6766615410145921 -0.5638657928560082 5.482847445811149
0.46617909940539604 0.6655314487464339 4.51624919544973
0.2301817753252744 1.556386777106411 5.604597787599048
0.21601800669200197 1.6742219394103994 4.551932584783823
0.1883861197940122 1.4437640311551356 5.6376639520945515
0.5082384881673064 -1.437129661125493 5.047987461689873
0.11992305157481543 1.067086957423923 5.330444053283455
0.3267919772934236 1.3665277189639706 4.574784336873637
0.44990426372624903 1.0327266459106719 4.951246646671018
0.45283881678360344 1.0123398118471107 5.195310473403943
0.796915859489904 -1.9544709007004384 5.2746274679777745
0.7095943465339527 -0.6121193259719773 4.917526553955325
0.6027931967390296 0.03111488810246099 4.701858088097012
0.6037437189980879 0.15497641954276542 4.9860540452595234
0.442708049553496 0.7724322222944715 4.517325952747163
0.6057158048615774 -0.03918662007106599 4.6492860849515925
0.597357493091084 -1.74823417932739 5.220375999654299
0.7338576907246365 -1.8156943516613795 5.452884796156818
0.7268605144522307 -1.9989120988564286 5.333401576215657
0.7646407396485583 -1.9910125191668244 5.319719453309826
0.3304049854269961 -0.36541391114178 4.669040773713046
0.3822754626023969 0.8777000013491048 4.413893623859516
0.5592311056079107 -0.8635213733976119 4.341347189794557
0.6227958593320165 -0.2435599817555052 4.5899165956222845
0.467804363252572 0.6965802787811337 5.521701742464222
0.5996711654273545 -1.0103154944363109 4.369993274414722
0.3212833407392285 0.21019435188584668 5.722771785392428
0.1152023868021812 1.0489375676124006 5.1502525127740295
0.5251766813950244 -1.4707730259580933 4.959969998280983
0.45698150577117724 -0.7829185808667296 5.631427502604499
0.3381020336659745 1.4584821229395306 4.77638920685797
0.3273942288818249 1.5431655512383209 4.8648539734694225
0.4057634997646663 1.0546067970221031 5.468446797365994
0.17039713985976587 1.0047085804347988 5.537315834516859
0.2582596444617591 0.8941811475748689 5.7129666603824365
0.34613090166803534 1.4555568835906811 5.264968144797689
0.5453124633045903 -0.3619479857640635 4.320810990256364
0.4201350243595925 1.1412699276321199 5.194688651601317
0.5383914462988657 0.3439207584655164 5.468743089742993
0.43629266596994354 -0.8855180071933182 5.470736082633438
0.12419420585073004 1.8507843057342948 5.411767851668616
0.13123709887103166 1.5504139809636803 4.608997946273233
0.6352249527083987 -0.46723283584332576 5.5708244920480485
0.37191226586261295 0.06669893170262364 4.310690537721965
0.10430517842017206 1.8093467879415224 5.380128781933658
0.33531757836509385 -0.5097448035946028 4.924018933814058
0.15968460700931825 0.7856879754170585 5.3425954776869435
0.3176856090876212 -0.14718888503415273 5.537252176419729
0.6957644070072713 -0.710078098992728 4.69790822125778
0.7895222685749081 -1.6155084917317792 5.240160067167958
0.7220471701966453 -1.4485940877045207 5.518532753951503
0.7573582600452144 -1.3494751604156878 4.724238571536944
0.6031331825505302 -1.334632901474117 5.605755335104758
0.7105619763808215 -1.5006308907364307 5.532880413042975
0.11715230113802814 1.0652335230776981 5.16390906955394
0.4234731888503467 -0.4407486878279081 4.377949399815745
0.2585783599964746 1.61903273858794 4.639491324256489
0.5275159528372597 -1.1394550199899516 5.576071307222534
0.25705122319266216 1.7282836441567775 5.336888233404892
0.7210954611230463 -0.7762043003385295 4.907532248641223
0.6037179438844228 -1.751370080339595 5.1343293289445056
0.6829305908218941 -0.5232191014826457 4.801423212650521
0.3618300326730822 0.051032151969552686 4.338008083224344
0.41990509319077873 -0.9602646362090548 5.136264143780237
0.12809906318024927 1.5470998864483256 5.4519873810940735
0.18107825547982512 1.0589774136202608 4.52539813784313
0.47949744778464853 -1.238808610223971 4.935316468065031
0.24066499402676328 0.2691811095525751 5.431347303884103
0.15474705961477103 1.1456435033115429 4.600735533621437
0.09882359469393427 1.7569021116651609 4.761682073002772
0.32138149729714627 1.3769437213524252 4.621116751320419
0.3698345432531808 -0.6473793221100381 4.824063638537145
0.38600629786737867 1.0019568256878641 5.5535578199908855
0.5762408332276256 -1.3319876964099189 4.533436286942958
0.37427606553019954 1.2613818357044098 5.339040489657202
0.2585823380111084 1.3102515280313907 4.4619877507987376
0.7938366850970796 -1.8522968038689749 5.123768913910112
0.5202585823514744 0.49451756265451907 4.716947077804404
0.6610626613300741 -0.8187735600120525 5.578846655750448
0.5055681849865624 0.6793331421477444 4.960261056755981
0.1842072223420219 0.5080218615616792 4.99233318951574
0.3345529336564773 0.4102701330130656 4.326395427415063
0.3128254632548161 0.5995007066190916 5.724619446163695
0.20110963989230618 1.4327714954189048 4.509381259554584
0.30760199134946986 1.0510803485833295 5.659300816900194
0.20372394139781616 1.5618690857175928 5.524898485737971
0.751140409157032 -1.6163444692001554 5.384650968520587
0.34613672679915664 -0.5514465818655352 5.065632139498262
0.4000381166296041 0.7515059439537621 4.4234338210627016
0.6510866213060942 -0.8373873821710467 5.597957000942034
0.37137160048295426 1.331751406137796 5.165488753962749
0.2940452578501648 1.4883823835962353 5.429331064526043
0.564957856734834 -1.5339054416286553 4.812966019852762
0.24877307880193947 1.0343797636570118 5.654852546523946
0.6629764225625067 -0.38299991194408634 5.257062113631665
0.6065021148280108 -0.9662478038860138 5.665546127337944
0.23589536697938168 0.49528888201735866 4.5465741614739485
0.4959608794759063 -1.1577521398178652 4.671508096538473
0.273645021805961 1.6939802741048577 5.2276353860592835
0.7352825200907975 -1.710825803815168 4.690392728919837
0.7133670423272347 -1.2952339798790244 4.590665396151277
0.7024758484743996 -1.8135238528129625 5.359424141842437
0.5898442865697753 -0.12192321626986624 5.513150744259202
0.1398829062912802 1.1204752653655499 5.363460931387184
0.30077515300325486 0.2677665991179947 5.640632887713516
0.719747318640971 -0.8218179663554461 5.183747156812917
0.28867909339959685 1.3758771200014581 5.519034657183759
0.7149139206253954 -1.906787856279132 4.813789097786322
0.17839347238437242 1.959818940682748 4.892218823495676
0.18210311210326552 0.9758475726319165 4.570428289280037
0.13800399954538733 1.4568413250879892 4.6412553647743655
0.5056804486434733 0.6315584175544458 4.864540929615682
0.15320076548075767 1.73630343613691 5.4131726959391155
0.29574863297116155 1.521040982827297 4.712986098039742
0.7662194135290846 -1.9634618916729125 5.103097566349316
0.3056030596472631 0.30344079186847317 4.405448641908941
0.7793449567771911 -1.636644067923386 5.186888267798363
0.23470913811811495 0.16489512362697667 5.079133518866716
0.5038615306962301 0.6665086375200424 5.082956374959214
0.33018175248788223 -0.29464214773991015 5.397083151191424
0.1260468511335069 1.0915243394090552 5.176952898400861
0.4479882155487708 -0.024477419036960324 5.743060381671313
0.39405239384847746 1.1085047762871385 5.367722180062124
0.6129987232447788 -0.5781713354287401 4.449048277636507
0.7533887741246561 -1.1578862796783778 5.113839322752369
0.6523392532288188 -0.6204242603168031 5.499399773223114
0.7262454015931757 -0.9699749950176457 4.815001216936363
0.32161369025606906 1.4847804463998617 4.830777300226333
0.5833758189014115 -0.3217641142033556 5.611782062667477
0.23618392016879067 1.442407408211289 4.536119660688059
0.6124887119212251 0.0012732246730822183 5.043458213792274
0.31735157510321155 -0.10159642441733485 5.4914404348137325
0.22800403321745158 1.8239381505912382 5.185790222463101
0.5815544949267895 -0.8842353465894432 4.392888819806346
0.16495660156620423 0.8289756603988341 4.7756019426730365
0.1964798445262878 1.7697824299186502 5.361370180101197
0.5744294891382544 -1.3995464613506823 5.43745544899115
0.7476401264329093 -1.7762094574639349 5.293286100425059
0.6555392761251416 -0.9824698331799073 4.487580158806754
0.6956906189257674 -1.363735777505209 4.5703004024436575
0.5789627360114213 0.17184733604800284 5.226946569185808
0.31735808767229967 1.5311367416026727 5.127640088445931
0.6256368072829157 -0.20714769899913898 4.741937115768775
0.4095503461788647 1.1343456001657661 5.100983129024707
0.4639765466052076 -0.41579510642449424 5.702002555937911
0.6220137697215432 -1.702967034566178 5.242608717692261
0.7132148186791718 -1.788052747178873 5.3283346274416745
0.41931190643048927 1.0443929711118543 5.2465840920751
0.5836872843467403 -1.2832205428133525 4.5323770461471895
0.6651884173163997 -1.0782346272691596 5.5548159678045685
0.6116147428528351 -1.6846767586312286 4.871715352636448
0.4740788868606205 -0.8144293354662917 5.569363889880696
0.22517533285224198 0.3018182965771352 5.225153071426236
0.6530345014290753 -0.3433976831809906 5.225774347115053
0.23865409232286522 0.1694297051692386 4.969747065008439
0.521736409428959 0.48680584825460915 5.273524781855668
0.7662249809899337 -1.8910874738866308 5.043701332633528
0.6595292302715241 -1.2046802215431975 4.502231822328362
0.48082062122198393 -1.0737958028006283 5.374744124179519
0.1476882813897007 1.8532741086696425 5.292121679102538
0.1376482087412917 1.428180669065254 4.678355174082284
0.2345055235044692 1.4111865303972233 5.525155745868342
0.7036603742111718 -1.5079945851945469 4.6183593846951
0.18546655293142503 1.9068098977045183 5.172844408236647
0.5280049707263411 0.12980536912959906 5.5667571554923345
0.25392145114203235 1.674365237153106 4.783591427922723
0.4072822505690822 0.8419516367151463 4.530156922180514
0.1675765334262635 1.4258699991158221 5.467178730099257
0.7388895527611523 -1.7754504814230898 4.78954850082755
0.32905315149305164 1.1701506451958092 4.536740640587497
0.5338015273461988 -0.5622216058178342 5.689040729277201
0.6654353194002227 -1.4964377057581473 5.474415567126384
0.5333268644471102 0.03141986670351038 4.460924212641657
0.4855174916503787 0.24141159551104518 4.422825277134816
0.7320884747868683 -1.5465197894047564 5.36865709298784
0.41231999166451616 0.9229061629421946 5.439903589311811
0.7149287183404618 -1.4363784753735436 4.637231836849178
0.7457494881938838 -1.7759472935540987 4.813735097187649
0.14489103414438473 1.522998668036676 4.666427430163165
0.15196185876660667 1.5854048839194483 4.661158775456574
0.7320980927528848 -1.9079115273420988 5.141120401405969
0.5208013118364174 -0.6868265600442442 4.378366365028646
0.3870747866356271 -0.4291340941396289 5.520869971111651
0.5321105774582008 -1.3956603989355938 4.935392849387764
0.5488613713913232 -1.0054773754059916 5.593549068763027
0.669715174300322 -0.6288210185814709 5.368502638754298
0.1614503119618503 1.7447610047775894 5.3473054589309665
0.2380138071616339 1.2413846528734394 5.562958737218738
0.6389899901743943 -0.2837920363790478 5.257819862712692
0.627478171905318 -0.14156968394721003 4.967810601715352
0.5469223637591587 -0.916716677084163 4.426689893285941
0.2290589114833892 0.9504741646577468 5.5743318839248595
0.4751389421895149 0.026168252085279065 5.691930766880633
0.29217859353942277 1.6047428965425228 5.091522373148677
0.5734494205949174 -0.9704803373595547 5.618084956521699
0.629073272517837 -1.2338284076371393 4.497720603894738
0.6354107785695775 -1.7157100217783685 4.844516063943954
0.20592098491664376 1.176051691584628 4.516957782180038
0.5016869863698131 -1.2023994539879115 4.778499645069961
0.10744359552877121 1.391413360550021 5.076202689023996
0.3503632292954625 1.0246475992016215 4.5050403614615275
0.7135436774771203 -1.804630128879949 4.80279725453774
0.5772049872722838 -1.5389519953741755 5.204430484498975
0.3989520018799815 0.7274526490636406 5.5947209258521235
0.32962939634390237 -0.38595350402774 5.099598558711174
0.3075766671757179 -0.05184330077704513 4.623293656161392
0.42262439275794716 -0.25532098421523974 5.66570830797147
0.14223619520144185 1.7087172838119642 4.739789791968553
0.4504530079038463 0.5236290072933842 5.568396356657072
0.44307402363377923 -0.9313548378605185 5.274701055512897
0.14977161762088526 1.4073453586785059 4.665874682389187
0.7105108842150832 -0.9392327734085573 4.778852755686059
0.5626459000832319 0.2423564373629259 4.868284227437116
0.2921244681359703 1.039337785352612 4.445548068549065
0.32845811914463735 -0.3738975290432389 5.011556742983302
0.5251438942299409 -1.2004090745582014 4.6596711410118745
0.2695439653430231 1.4136797188894867 4.600167866994978
0.31609337369072643 0.9979676636599537 4.449163409686423
0.18466018469980028 1.5641635735668808 5.420295312922302
0.2336239812549124 1.3692819914278695 4.544247231693501
0.30214063935995733 0.6580476415432255 5.6434339001300895
0.5272429009196467 0.3273565690483591 5.38502634377496
0.6843590238979462 -1.8522511190656439 5.048007606305389
0.5668813138272805 -1.3277315615811118 4.639923648396857
0.6871777007880928 -1.7606186241586734 4.796533834277489
0.6426241718829449 -1.4652837099824025 5.445959732239604
0.16431013140821293 1.322984584976266 4.631868443620194
0.21178784208061227 1.350673406909526 5.498795846551366
0.4702887329736918 0.4972374642789914 4.5383816288448555
0.35982274119765734 0.44219585904644454 5.675209753925847
0.11385031891053055 1.4175326396385044 5.131741723970796
0.3031137790968324 0.17522904782825988 5.534569320039566
0.3730797595516101 1.2530831698635887 5.081172379571432
0.1370856321814576 1.8949169452173296 4.971524913675525
0.30535757737251534 0.2746136679153772 4.460836461943432
0.2614454681880047 1.1821422867885802 5.551163391633047
0.5312527821103519 -1.34503972466733 5.182396500250173
0.5760370478311628 -1.5395380220453607 4.982847235678251
0.45095145569937634 0.3099366654651563 4.4005590506281305
0.18950345201877147 0.7840202485515557 5.343788525321619
0.19134342849666286 1.7653358734449238 5.259488198148288
0.1382893258786114 1.807236186388499 5.2027756683700765
0.581462841926077 -0.5848681611514919 4.426551092809426
0.15043515039092684 1.2038368150077954 5.322896464696067
0.7375407623514969 -1.811394564313033 4.935707002739468
0.5850465820543664 0.10016359047281842 4.949930035166631
0.17853826460864808 1.8654136146218772 5.086172009612611
0.2550810019375783 0.48205461674936645 5.493283947806597
0.47415515436147976 0.428042121931806 4.51723710465644
0.18215835371782346 0.6766007887148726 5.1117861323631875
0.11234681248925543 1.6955140227456553 5.124303133519571
0.47612740361954425 -1.0017517593152927 5.352258962213648
0.7164601348543194 -0.9689624013889018 5.1886184304117835
0.5032889241880227 -1.2294753946737957 4.912154320727281
0.706897245894662 -1.8402605410697102 4.97133359867574
0.2708299454385865 0.8886644695671215 5.591072941510217
0.46237782896118584 -0.7621525234903723 5.503286762592778
0.6572329992171337 -0.5916828291621008 5.354613681760483
0.2384293324711465 0.5076146716479095 5.429111366449906
0.7565502868515462 -1.5557982883898926 5.100215642616716
0.5799077769344473 -0.4849440762381456 4.445096491513268
0.6691105713446799 -0.8709606683782334 5.434543294082407
0.7480501140486561 -1.3196904131862575 4.968223382598838
0.2988817366592695 1.1574896955239105 4.5173456281826
0.5613458493550331 -1.4057222237775704 5.257871146926326
0.3971588275447874 1.0850678058260024 4.832669425677381
0.17554379821550942 1.7183275890907428 4.765592498353009
0.6033689229331385 -0.08020905689584423 4.82523143135829
0.27771898656197985 0.24224289996988757 5.445729071730798
0.1498625917639026 1.5836108776211004 5.31291597339947
0.46865226099986695 0.6612854411229465 5.33151395026576
0.7318532001057201 -1.2857818562791454 5.2428499637067
0.3121498386956004 0.9402160903370689 5.579839192330688
0.5994760261069468 -1.5930687002165576 5.074918770403286
0.6059791027216608 -0.14666228052631958 5.286981589682945
0.45694353673783117 0.18262536421640885 4.389339051748342
0.7310627115240151 -1.6824921622294415 5.206428831825112
0.708473058117862 -0.9148409511239066 5.175124742695666
0.3455442291677385 1.1815369931232076 4.658093114777097
0.5780051869708791 -1.3656584781331407 4.681811147285515
0.6584229301772377 -1.650651937152522 5.26649189771164
0.4362767195079085 0.3019187743395628 5.629793896414098
0.29205302741180966 -0.10216385508230497 5.011350006007822
0.12762709166428604 1.560552526490739 4.848390455597107
